,Date received,Product,Sub-product,Issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,TF-IDF scores,top_word
436,2019-08-25,Mortgage,Other type of mortgage,Trouble during payment process,"My name is      . I contracted with   at Global Financial to assist in finding me a loan to purchase property at   ,  , AR from   , . I sent her a cashiers check in the amount of {$2800.00} which was to be returned to me if they were not successful in securing a lender of my satisfaction, which they were unable to do. On //2019, I requested that the money be returned to me. This has not happened and the  has stated that the owner has given her several statements as to when the money will be returned. I would like to file a complaint with your department in the hopes of retrieving my deposit which I was assured would be placed in escrow and returned to me upon them not being able to meet their obligations to me. 

  has now informed me that the owner of Global Financial has died and his wife is now running the company. Her name is  , phone number . I spoke with her and she gave me a response that she would send me a check in two weeks after she told Ms.  ( according to her ) that the check had already been cut and would go out the next day. I have tried to contact Ms.  again numerous times and have not been successful in reaching her. She has not returned messages that I have left. 

I have attempted to file a complaint online but was not successful. I am not sure what I was doing incorrectly. I fill also follow-up this email with a phone call to your department on Monday.",Company believes complaint caused principally by actions of third party outside the control or direction of the company,"Global Financial Mortgage, LLC.",AR,72205,,True,Web,2019-10-10,Closed with explanation,True,True,3352392,[0. 0. 0. ... 0. 0. 0.],"['returned', 'successful', 'owner']"
437,2021-06-10,Mortgage,Conventional home mortgage,Closing on a mortgage,"We sold our house and Escrow team contacted SunTrust Mortgage for final pay off amount on //. We got the amount details and Escrow team paid off in Full on //. However, there was auto payment scheduled that night and an amount of  $ with drawn from my checking account on . 

When i contacted initially, they agreed that autopayment was not cancelled and they will refund the amount (  ). 

When i called them 2 weeks later, they said that amount was adjusted to my loan. I asked them how could they adjust that amount to the loan after i got the pay off amount including all taxes, etc. 

There is no proper answer to that, and the Reps keep forwarding my calls from 1 team to another or keep me on hold for several hours. I asked them to send every single payment i paid from the beginning and how this  $ amount missed in their pay off calculation just 2 days before. No response to that.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,TX,75063,,True,Web,2021-06-10,Closed with explanation,True,True,4448668,[0. 0. 0. ... 0. 0. 0.],"['team', 'pay', 'forwarding']"
438,2015-10-30,Mortgage,FHA mortgage,Settlement process and costs,"The appraiser that the bank send to the house I bought was wrong on the value of the house. He did not follow the FHA standars. On his report the appraiser ommits a lot 's of damage on the fundation, on the Roof and in some other areas. 
When I first apply for the loan the mortgage people told me that the FHA loan requires a very strict inspection wich never happens. Also I recived the keys for the house until the 3rd day and Its when I found out all the problems on the house. 
According to FHA ... ..HUD the house must be in perfect conditions. 
This house has the following problems : Mold on attic and crawl space and air ductsWater Filtration in  RoomFundation Cracks and Mold in some areasProblems with the RoofElectrical Problems. 
No apropiate ventilation nether on the attic and crawl spaceCracks on the front fundation of house. This is A LOTPlease help me.!!!!!",,BOK FINANCIAL CORP,KS,66101,,True,Web,2015-10-30,Closed,True,False,1632770,[0. 0. 0. ... 0. 0. 0.],"['house', 'mold', 'appraiser']"
439,2018-10-17,Mortgage,VA mortgage,Struggling to pay mortgage,"On //, I was told by my lender, Loan Depot, that I was approved for Loan Mitigation and I would be receiving a statement with a lower payment. 
About a week later I received a letter form loan Depot denying my mitigation due to not being with them for 12 months. 
I then contacted   from   , filled out there papers on line and sent them {$1000.00} on // to fix this problem. I continued to get calls from Loan Depot and they heard nothing from . I realized it was a scam and did not pay them further. 
I called Loan Depot and explained what happened and we trued loan mitigation again. They would not accept any payments from me unless they were to pay the past due in full which was already {$7000.00}. 
I again was denied mitigated payment due to not being with Loan Depot for 12 months. 
I began a new process with     her in Indiana. They have been tryin to help for over a year. 
I received a call about a month ago from the VA guarantor and they advised me they can not get any response from /Loan Depot concerning my loan. They have agreed to waive the 12 month requirement, but /Loan Depot will not respond the the VA. I was told by , that this is an ongoing problem with /Loan Depot. 
Now my house is going to Sheriff sale // and I will have to file Bankruptcy. I do not believe that I have been treated fairly or justly from Loan Depot/.",Company believes complaint is the result of an isolated error,"LD Holdings Group, LLC",IN,46239,Servicemember,True,Web,2018-10-17,Closed with explanation,True,True,3048643,[0. 0. 0. ... 0. 0. 0.],"['depot', 'loan', 'mitigation']"
440,2020-11-18,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,"We started the refinance process with Citizen 's Bank on //. Citizen 's sent an email with various documents to be reviewed and signed, which we did on //. 
An appraisal. was done on // at a cost to us of {$580.00}. 
On //, a processing specialist sent an email stating the loan is conditionally approved and she had a few questions and document requests. on //, we answered all requests. 
We have reached out to the loan officer numerous time and been told there's a backlog. 
After 4 months, we called corporate and asked to speak to his supervisor. We call the supervisor multiple times and he never responded. 
We feel like we've neem taken advantage of since we've spent {$580.00} on the appraisal and still haven't received the loan. We could have went to another bank, but they would want another appraisal at our cost again. 
We've called the PA Banking Commission and they referred us to this office. 
Thank you, any help in this matter would be appreciated.",,"CITIZENS FINANCIAL GROUP, INC.",PA,19053,,True,Web,2020-11-30,Closed with explanation,True,True,3960936,[0. 0. 0. ... 0. 0. 0.],"['appraisal', 'citizen', 'supervisor']"
442,2018-11-15,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Ocwen took more than 4 months for modification. Continued charging enormous fees. Finally completed modification started and completed trial as required told I would have a large balloon payment at the end of loan and that was the best they could do or would foreclosure on my home. Currently trying to refinance and credit report does not reflect trial modification payments. No description that I was paying payments for four months. Ocwen reported 120 late for entire modification and continued to report late after trial was completed and permanent loan was modified. Only after numerous calls did they change certain months with accurate information. But still continue to report 120 late for four months with no mention of payment agreement when I was on trial modification made payments in advance so technically I paid 3 months in advance so should have been reported as on time No resolution since //2017,,Ocwen Financial Corporation,PA,19144,,True,Web,2018-11-28,Closed with explanation,True,True,3075271,[0. 0. 0. ... 0. 0. 0.],"['trial', 'modification', 'report']"
443,2015-08-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure","I filed for chap  bankruptcy in //2014 due to medical issues. At the time of filing the arrears on my property was {$9000.00}. The mortgage lender failed to file a claim with the court and consequently, the court was not able to make any payment to them ; although I made the payments to the court as required by the terms of my plan. The arrears on my property have now risen to more than {$25000.00} ( due to the lenders negligence ). Due to ongoing medical treatment, I have made several attempts to obtain a mortgage modification and am being told by the lender that "" they are not able to offer any modification that will reduce my payment to an affordable level based on my verified income ''. My problem is ; were it not for the failure of Ocwen to file a claim with the court these arrears would not have reached this level. I can not imagine an acceptable reason that the lender could not get the claim filed with the court during the course of an entire year. If not for their error, they would have received payment. The money was on file with the court and was disbursed to another creditor because of their error. The lender is now holding me accountable for their negligence ; and I am being told that there are no options for me to work out a plan to keep my home.",,Ocwen Financial Corporation,TX,77407,,True,Web,2015-08-31,Closed,True,True,1545157,[0. 0. 0. ... 0. 0. 0.],"['court', 'lender', 'negligence']"
445,2015-08-18,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account","I contacted my lender about a Home Modification. They sent me a checklist of the information that they needed to process the modification. I provided all the information within 30 days. I missed nothing all forms were provided by me as requested. I am a retired  with excellent organizational skills. So, when I say I provided all the information I am totally accurate! Well, to make a long story short, they kept informing me they did n't get some of the information they needed. So, I would resend what they needed. They they would say they did n't get something else. A year went by without them taking any action. They would always say we need more information, more income verification pay stubs etc. My loan with them is at 7.5 % I make a payment of  per month, about  goes toward principle  is interest. Been paying this since 2008.",,Ocwen Financial Corporation,FL,32405,Older American,True,Web,2015-08-20,Closed with explanation,True,False,1523517,[0. 0. 0. ... 0. 0. 0.],"['information', 'say', 'provided']"
446,2018-11-15,Mortgage,Conventional home mortgage,Trouble during payment process,"I have made two payments this month to my mortgage company through my online banking at   . My mortgage company is Nationstar / Mr Cooper. Both payments have been rejected by the lender and returned to my online banking account. I havent been able to get them to mail me statements for over a year despite repeated requests so I have had to go online to their website to see my statements. When I logged on this evening I was greeted with a message saying my mortgage has been transferred. There is no information about where it has been transferred to, nor have I received any notice regarding the transfer. Can they do this? 

Additionally, there is a statement online that says my payment which is due to them, will be past due on //! Yet they have returned my payments TWICE this month! 

I need help please!",,NATIONSTAR MORTGAGE LLC,CA,91011,,True,Web,2018-12-02,Closed with explanation,True,True,3074867,[0. 0. 0. ... 0. 0. 0.],"['banking', 'returned', 'transferred']"
447,2016-12-22,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure","I want to submit a complaint against Ocwen Loan Services. I put my house up for a short sale for the second time a year ago and Ocwen has been giving me the run-around again ... I had a buyer for the house in // and it took Ocwen 4 months to review it. I spoke with a Relationship  ( they changed constantly ) for  years ( see about the status of the account and where things were ... I was told my account was still being reviewed then I was served with a sale date in // the day after I spoke to my Relationship  and there was no mention that Ocwen was going to sale my house ... .I was forced to file Bankruptcy immediately with no real job ... .I was doing temp work at the time and a loan from a friend of {$1600.00} to pay for a lawyer to stop the sale. 
After that the bank said they had finally reviewed the documents, they wanted more money for the house to meet  ... The buyer agreed ... When all of the paperwork was completed for me to sign, there was no relocation fee money on the table for me. I asked what happened to that and was told a number of things from the  fee and the relocation money could not both go on the  form together to because I was delinquent with the , the bank could not pay the relocation money ... none of this was in writing to me ... .after many phone calls I was told that the house needed to be sold for more money in order for the bank to accommodate me ... I asked for all of this to be put in writing because none of this had been shared with me in any of the written communications. A few weeks later I received a form letter stating I was ineligible for the Relocation money but no explanation was given ... We raised the price of the house to the amount I was told by  of the customer service reps and then I received a letter from an attorney saying the bank was foreclosing on me ... .I called Ocwen to get a status on my account this week. Ocwen said the file had been closed. I asked if the new offer had been received. He said it takes a couple days for the systems to be updated. I said the new offer had been submitted. He said check back in a couple days. He then set up an appointment for me with my Relationship  for // I said my last appointment was missed by the RM. He asked if I needed anything else. I said I had received a foreclosure letter from an attorney. He said "" Oh yeah, there is a sale date. '' Had I not said anything, the rep never would have mentioned it. This is a pattern ... We spent a year trying to get this done and the bank is moving ahead to sale the property at auction when we have a buyer that has been approved by them. Is it that they do not want to honor my request for the relocation fee? I do n't know. I need help ... not only for me but for the buyer who has put her life on hold for a year and the bank has not respond honorably. Please help!",,Ocwen Financial Corporation,MD,20772,,True,Web,2016-12-22,Closed with explanation,True,True,2260602,[0. 0. 0. ... 0. 0. 0.],"['relocation', 'said', 'buyer']"
449,2015-12-01,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure","Hi, I have been trying to get my mortgage modified since . My servicer is Caliber Home Loans. My uncle co-signed my loan when I purchased my house. I was told by  , my Caliber representative to have a quit claim deed filed removing him which I did in . My uncle does n't live in the property and does n't contribute to my household. I have submitted  loan modification applications. I am also working with a HUD counseling agency. The very last modification that was submitted she thought we had worked out this issue regarding my uncle and the quit claim deed. They continually ask for either his financial information or the quit claim deed. I have submitted the quit claim deed numerous times. When my counselor called Caliber and spoke to their representative  ID  she explained the whole situation.  stated that they could n't see the transfer of title. They each pulled up a copy of the deed and the counselor showed the Caliber representative exactly where the transfer was.  stated she understood and could see it and would show underwriting and have the file escalated.  advised the counselor to call her back in a few days (   ) When my counselor called  back a couple days later for a resolution  did n't pick up the phone so the counselor left a message.  never called her back so the counselor called again and was told the file was denied because they never received the quit claim deed or my uncle 's financial information. This is very frustrating as I feel as if this is being done on purpose. I have submitted the complete package to them again today with a letter explaining the deed transfer.",,"Caliber Home Loans, Inc.",NJ,08109,,True,Web,2015-12-01,Closed with non-monetary relief,True,False,1677423,[0. 0. 0. ... 0. 0. 0.],"['counselor', 'deed', 'quit']"
451,2016-07-12,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,"AmeriSave Mortgage Corporation has acted in bad faith. 
At the beginning of my request for a refinancing, I asked whether AmeriSave would make a loan for a property held in trust. The answer was "" yes ''. 

After my submission of approximately  pages of documentation and payment of a {$570.00} fee, AmeriSave refused to close the loan unless I took the loan out of the trust. ( It should be noted that a copy of the trust was submitted very early on in the process. ) AmeriSave gives as a reason for refusal the fact that although the property is now held in trust as indicated in the title, the title lists only me as trustee whereas the trust also has my wife as a trustee. The said they would close the loan only if I took the property out of trust. AmeriSave 's bad faith reasoning is bogus, as can be demonstrated by the following : 1. A major bank refinanced this property several years ago with the exact same documentation and found no problem. The instrument used was the a standard  document. 
2. Based on a suggestion by an attorney, I offered - at my expense - to have the second trustee put on the title. This would have cured the problem cited by AmeriSave, but they still refused to close the loan. 

I should point out that my reasons for not taking the property out of trust are two-fold. First, added expense. Second, mortgage notes prohibit the change of title without lender approval so I could not put the property back into the trust without AmeriSave approval. Based on their past performance, I can not take a chance that they would not permit my putting the property back into the trust. 
Summing up : AmeriSave has acted capriciously and in bad faith. Their condition for closing the loan is not according to early assurances and, furthermore, is unreasonable based on previous history by another lender as well as the refusal to agree to a simple approach suggested by my attorney which, cures the problem they cite.",Company believes it acted appropriately as authorized by contract or law,AMERISAVE MORTGAGE CORPORATION,FL,32082,Older American,True,Web,2016-07-12,Closed with explanation,True,True,2007948,[0. 0. 0. ... 0. 0. 0.],"['trust', 'property', 'title']"
454,2021-02-17,Mortgage,Conventional home mortgage,Struggling to pay mortgage,"I applied for modification in //. Bankruptcy court did approve it. PHH still doesn't acknowledge it, and is reporting me late to Credit Bureau and trying to foreclose. I have emailed them multiple times, and most recently sent them info on //. I am so frustrated. Can you help me?",,Ocwen Financial Corporation,TX,75422,,True,Web,2021-02-18,Closed with explanation,True,True,4147149,[0. 0. 0. ... 0. 0. 0.],"['acknowledge', 'approve', 'bureau']"
455,2015-12-04,Mortgage,FHA mortgage,Settlement process and costs,"My Godson,  on // due too mortgage loan servicing abuse by   and foreclosure abuse by Citibank. He was never served, the process server lied about service, and we have proof. He was only  years old and  in the house he built from his own savings. After his death, his father, an   Veteran presented   with his son 's death certificate, and asked   if he could take over the mortgage because he wanted to keep the house in remembrance of his son. He also wanted to donate the house to a non-profit that house homeless Veterans with families.   told the Father if he got probate then they would discuss the loan. The father a  citizen Veteran paid {$2500.00} to a probate attorney and received probate, and when the father called the  , they would not take the call, would not return the call and later the father found out that   had went into court and had  appearances in front of the court ( without serving the father ) asking to complete the foreclosure. We found a lawyer that told us she went to court and had the foreclosure reverse and that the bank must speak to the father. The problem with this we never found evidence of this hearing, and secondly   hired another law firm to go back to court to get foreclosure again. Later we found out that the mortgage is really from Citibank.   in //, the father has had probate since // but has not been able to speak to no one at either bank. Can you help? I read about the consent judgement and this case is a good candidate for settlement to at least  's Father. Thank you,  at  please in subject line put . We could n't find the loan/mortgage number because it was blacken out with black marker in the legal files. We are guessing its a FHA mortgage.",Company chooses not to provide a public response,"CITIBANK, N.A.",IL,60601,,True,Web,2015-12-09,Closed with explanation,True,False,1683392,[0. 0. 0. ... 0. 0. 0.],"['father', 'probate', 'court']"
458,2015-06-30,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure","There has been non disclosure and various instances of fraud. There has been illegal loan assignment and transfers. SELENE FINANCE is attempting an illegal foreclosure. I have received and NOTICE OF DEFAULT with intent to ACCELERATE. They have not answered any questions or proven they have standing to foreclose. 
Issues that Caused irreparable damages:1. Security deed has fraud on its face and is forged. 
2. Contract based on fraud due to none disclosures. 
3. Notice of default sent prior to assignment ( 2010 ) 4.   was never given 30 day notice prior to the scheduled foreclosure sale5. Foreclosure Sale date set without ownership6. Assignment filed with forged document7. Assignment has fraud on its face8. Assignment appears to be robo-signed9. MERS transferred Security Deed without express written authority from owner10. MERS transferred Note without express written authority from owner11.  accepted fraudulent and forge assignment and file into the public record12.  stated   is owner of loan/note13.   has not responded to my correspondence14. I   the owner of the home was forced into bankruptcy due to fraud and forgery. 
15.  is servicer and according to Federal Law a servicer can not be an assignee. 
16.  is currently fraudulently being paid thru   existing chapter  bankruptcy17.  has committed perjury in   chapter  bankruptcy by stating they are the owner. 
18. While in litigation with  and waiting for answers to my various questions  abruptly and illegally transferred the loan to SELENE FINANCE. 
19. SELENE FINANCE is servicer and according to Federal Law a servicer can not be an assignee. 
20. SELENE FINANCE stated   is owner of loan/note21.   has stated to me verbally that they do not own any loans22. SELENE FINANCE is currently fraudulently being paid thru   's existing chapter  bankruptcy23. SELENE FINANCE has committed perjury in   chapter  bankruptcy by stating they are the owner.",,Selene Finance LP,GA,30096,,True,Web,2015-06-30,Closed with explanation,True,False,1444274,[0. 0. 0. ... 0. 0. 0.],"['assignment', 'selene', 'finance']"
459,2022-12-23,Mortgage,FHA mortgage,Struggling to pay mortgage,"Back in 2017 myself and my family were going through a hard time. We called our mortgage provider, Wells Fargo and they advised we could put out loan in forbearance. When that time was up and we called they denied me a loan modification and in the end they foreclosed on my home and myself and my family were devastated. It was my first home and just gone because we were not given the option of a loan modification.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,GA,30252,,True,Web,2022-12-23,Closed with explanation,True,True,6357096,[0. 0. 0. ... 0. 0. 0.],"['family', 'modification', 'provider']"
460,2021-10-04,Mortgage,VA mortgage,Trouble during payment process,"I have sent 3 requests to Freedom Mortgage in reference to loan , on : 1.  ; 2.  ; and 3.  I have attached  documents : A. The email complaint ( 3 submissions ) ; B. Freedom 's Mortage document, email with Movement of Account for my loan ; C. Spreadsheet, where I copied ( B from above ) to understand the movement of accounts.

In essence, the questions that I have requested to have answered ( which has not been addressed ) are the following, in reference to the documentation provided by Freedom Mortgage ( document B from above ) : 1. There is a charge of {$500.00}, under Other. This was debited, but never credited- not sure why? Seems to be an unexplained penalty.

2. Amount of {$2800.00} have been removed from principle, why?

3. There are Interest Charges for {$6100.00} for a period of six months the average interest charge is about {$820.00} per months (  = {$4900.00}, Column O )? Why is there over {$1200.00} in additional Interest Charges? 

4. During the month of //2021, the escrow balance was {$5800.00}, with an unexplainable debit of {$1100.00} can you please explain? 

None of these questions have been answered in multiple phone conversations, and even less over email.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,VA,23471,Servicemember,True,Web,2021-10-05,Closed with explanation,True,True,4778904,[0. 0. 0. ... 0. 0. 0.],"['freedom', 'movement', 'reference']"
461,2019-03-27,Mortgage,FHA mortgage,Trouble during payment process,We Purchased a new Insurance for our home. Loancare has had money sitting in an Escrow account for over a year and keep reporting us late and adding fees onto our loan.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",CO,80124,,True,Web,2019-03-27,Closed with explanation,True,True,3193309,[0. 0. 0. ... 0. 0. 0.],"['sitting', 'escrow', 'insurance']"
462,2016-01-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure","I was checking my credit score on   this norning and saw there was  open account and about feel over. This was with america servicing company which was a nightmare in its self. long story short we filed bankrupsty on // and reaffirm to keep the home. 
I tried to refi to lower interest rate and was told numerous we did not qualify, finallly in   our house was auctioned off .and sold We live in a rv and lost everything. All I would like is to have this corrected how can I still owe on a home that is already sold nearly 6 yrs ago. please help me.",Company chooses not to provide a public response,WELLS FARGO & COMPANY,GA,30722,Older American,True,Web,2016-01-26,Closed with non-monetary relief,True,True,1758704,[0.        0.        0.        ... 0.        0.2558233 0.       ],"['sold', 'nightmare', 'self']"
463,2015-04-17,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure","After a few years of unemployment, but making the mortgage payments on time with private help, I got back to work on //. The private help ended, I was 30 days late for   payment, but was back on track in  and paid on time until  . I tried in //to refinance but was turned down for the 30 day late and less than 2 years on job. It does n't matter I had 25 year steady work history. When I realized // I could n't make the payment, I called loss mitigation. I explained I had to buy heating fuel for winter, and would not be able to afford current mortgage payment. At the phone application, I was told I qualify according to my income. I have a $ /month payment on a loan balance of {$16000.00} on a house I have lived in for 17 years. The house value is around  - . I received a demand letter on   for about {$2200.00}, which I did not have. At this time mortgage payment was 60 days late. I was told by client services to make a payment to keep me out of foreclosure, so I did, but it was returned to me. I called for status often, and was told I am active in loss mitigation, my income qualifies, but bank has wrong physical address of property. I have tried to fix this problem over the years, and submitted this information once again in my latest application. This hang up on my address stalled all communication with underwriting for 6 weeks. I have since received monthly demand letters, and   I received a letter denying my request for modification. I was given inconsistent information. For the  program my income is insufficient for modification, but for the  Programs my income is sufficient for my current payment. I received    a letter that said foreclosure is "" intended and pending '' I have involved the  program, and as of  ,  I am still active in loss mitigation.  Rep and I spoke together to customer service, and I was told that bank is ok with not accepting my payments, and not re amortizing my small loan amount. They said they can foreclose anytime now on a home where they would get the {$16000.00} in principal that I owe, and be ok taking the {$70000.00} or more in equity from a mother and her children and leaving them homeless. I was told if I sign the liquidation papers I could get {$3000.00} for moving expenses. After six months now, bank is unwilling to compromise with a client who is willing to pay the {$16000.00} at a lower payment and longer term. I have all the letters and docs and can fax them to you.",,PNC Bank N.A.,PA,15689,,True,Web,2015-04-21,Closed with explanation,True,False,1335655,[0. 0. 0. ... 0. 0. 0.],"['payment', 'mitigation', 'income']"
464,2018-11-15,Mortgage,Conventional home mortgage,Trouble during payment process,"I have recently ( //2018 ) paid off a mortgage which closed 5 months ago (// ). This mortgage has no prepayment penalty and I was able to pay off without it. And now I got notified by the broker (   ), that the lender ( Flagstar bank ) is charging the broker more than 10k of prepayment penalty and the broker wants me to pay the penality.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Flagstar Bank, N.A.",WA,98053,,True,Web,2018-11-15,Closed with explanation,True,True,3074725,[0. 0. 0. ... 0. 0. 0.],"['broker', 'penalty', 'pay']"
467,2021-10-17,Mortgage,Conventional home mortgage,Closing on a mortgage,"Dear CFPB, Please help! To put it candidly, I feel like I'm in a real life nightmare. I've been working with Better Mortgage on a mortgage application ; however, they have not been able to get anything right. They are either fraudulent or grossly incompetent/negligent. I will be filing a detailed report in the near future including all communications with the company and the misconduct. In the meantime, I'm wondering if there is any steps the CFPB can take to help get this loan closed. Most recently, Better Mortgage is refusing to provide a closing disclosure that has correct numbers on it. I provided them with the errors that needed to be fixed on the closing disclosure, but rather than just fixing the errors, they are insisting that I sign an erroneous document. The text of my most recent email ( sent on Friday evening //21 ) to the company is as follows : I hope you are aware of the implications of trying to force me to sign an erroneous closing disclosure. You are in violation of multiple regulations both at the federal and state (   PA  ) levels by even suggesting such. I see no indication that you have any intention of providing a closing disclosure that has correct numbers on it. The fact that these specific errors were brought to your intention but you refuse to provide a corrected document may even be criminal behavior. Based on an initial assessment, it's fraud. 

Throughout this process, Better has fabricated their own "" rules '' contrary to what is stated in the federal regulations. When I pointed out that Better is incorrect based on what is stated in the regulations, you simply fabricated another "" rule '' to try to cover the lie. For anything I disagreed with, I provided you with regulatory citations indicating the actual requirements. When I asked you to provide regulatory references to your bogus claims, you were unable to do so. I provided you with the EACT errors on the closing disclosure that needed to be changed. This should have taken all of ~ 20 minutes. A period of days have elapsed since I provided you with these errors. Instead of just making the corrections, you wrote email after email pressuring me to sign a falsified document. 

As  just brought you in on this application, I want to make sure we're both clear on the events taking place. If you have any intention of salvaging this deal, I urge you to make the corrections to the closing disclosure immediately. If you fail to do so, I'll take that as confirmation that it was your intention all along to mislead the consumer and that you never were willing to provide the services quoted at the quoted price. I will be filing reports to all appropriate agencies with jurisdiction for any and all regulations, rules, statutes, or laws that you have violated throughout this process, which are numerous.",,"Better Mortgage, Inc.",PA,19403,,True,Web,2021-10-17,Closed with explanation,True,True,4816695,[0. 0. 0. ... 0. 0. 0.],"['disclosure', 'intention', 'better']"
469,2016-08-09,Mortgage,FHA mortgage,Settlement process and costs,"Refinanced home with 5/3rd Bank in  of . The statement on  showed a charge posted on  of {$1300.00}, listed as "" SHORT PAYOFF ''. The explanations I have received over the phone have been unclear and seem to indicate a mistake being made in the original closing. They have said that we were credited twice for something. I have requested in that an explanation be sent to me in writing with all the math. I have not received that information and am concerned that INTEREST is accumulating on that fee, charge, or whatever they want to call it. I have spoken with the person at  on : // ; // ; // ; // ; and //. 
I find it hard to believe that they can can not explain this charge.",,FIFTH THIRD FINANCIAL CORPORATION,FL,33511,Older American,True,Web,2016-08-09,Closed with explanation,True,True,2052982,[0. 0. 0. ... 0. 0. 0.],"['charge', 'unclear', 'math']"
471,2022-09-14,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,"Greetings I've paid {$3000.00}. to the bank ( TRUIST/  Maryland )  weeks ago and they haven't appiled my funds to my account for payment. 
They also took {$1500.00} and applied it to intrest only. Not to principle. 
I've talked to these people numerios times with no action. 

Thanks",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,MD,20721,"Older American, Servicemember",True,Web,2022-09-14,Closed with explanation,True,True,5980169,[0. 0. 0. ... 0. 0. 0.],"['haven', 'principle', 'thanks']"
472,2016-06-29,Mortgage,VA mortgage,"Application, originator, mortgage broker","Mortgage company did not have closing docs ready for closing and funding. They had 2 months to get Buyer approved on a VA Loan and Closing had been set for 2 weeks evening before closing Title company calls and informs me they do not have closing docs and we have to reschedule closing. Sellers had already moved out of the house, had their possessions on a moving truck and spending the night with family as they had to be out of the house before closing. The Sellers have a premature baby and did n't need to upset her schedule any more than was necessary. Sellers of the house they are purchasing would not let them move into the house until it was funded even though they had signed all papers and presented the cashiers check. So they were out with nowhere to go until the closing Docs and funding could be rescheduled. The sellers were completely helpless even though none of this was their fault. Then closing was set for the next day and closing set for  , the buyers would not close until  so funding can not take place for another day while the sellers ( a  Vet. ) and a premature baby are waiting still with no home and all their possessions on a truck. We were promised that the Cds would be ready on  , the contract closing date, but that did n't happen, we were then told the CDS would be at title company later in the day and funding would take place. That did n't happen either. I still do not know if this loan will close tomorrow or not. I do not believe anything the Mortgage Broker says now. 
Mortgage Broker had the sellers Spouse removed from the contract. 
which had to be added back to the contract before closing could take place.",Company believes it acted appropriately as authorized by contract or law,"TJC Mortgage, Inc.",TX,79605,"Older American, Servicemember",True,Web,2016-08-04,Closed with explanation,False,False,1988166,[0. 0. 0. ... 0. 0. 0.],"['contract', 'truck', 'baby']"
474,2023-01-04,Mortgage,Conventional home mortgage,Trouble during payment process,"M & T Mortgage Account ( through     M & T Bank started collecting a property tax escrow, in error, for my parcel number and an unrelated parcel number starting  and, despite several days of phone calls over the last  months trying to rectify the situation, M & T Bank continues to claim the error is being worked on and refuses to correct the substantially higher monthly mortgage payment required which is now 3 days in arrears. M & T Bank also refuses provide their council information or an employee contact for my attorney. 

M & T Bank 's escrow error was noticed after receiving an M & T Escrow Update Letter in the mail . M & T Bank was contacted shortly after reviewing the actual tax amount on the      website and after a further review of my        I have on file. 

My annual taxes are currently {$2000.00} per year for my parcel # My annual insurance is {$1000.00} per year for my parcel # The first PITI payments for mortgage starting  ( before recent escrow adjustment ) were {$3100.00}. The actual mortgage payment due , with correct escrow adjustment is {$3100.00}, an increase of {$15.00} per month. 

M & T Bank has raised the mortgage payment to {$3300.00}, which includes taxes for a parcel number I am not responsible for, an increase of {$280.00} per month. 

I've been passed around from  department to the next and to no avail, M & T Bank is not fixing the problem and I'm not only at risk of going into default but ruining my credit if the inflated payment is not made to M & T Bank. 

This is extortion and reason for contacting the Consumer Financial Protection Bureau. 

Please help.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,M&T BANK CORPORATION,AZ,85257,,True,Web,2023-01-04,Closed with monetary relief,True,True,6397300,[0. 0. 0. ... 0. 0. 0.],"['parcel', 'bank', 'escrow']"
